Date,Pros,Cons,Advice to Management,Rating,Employement_status,Designation,Location,Work_Life_Bal,Culture_Values,Career_Opportunity,Compensation_Benefits,Senior Management
31-Jul-19,The training period is one where people gain much knowledge.. they teach us from start so we don't get lost in training,Not much to say as of now,,4,Current Employee,Programmer Trainee,,4,,,,
01-Aug-19,moving towards being digital is opening new avenues.,Slower appraisal cycles and delays in promotion cycles.,Need to improve HR policy communications,4,Current Employee,Senior Associate,Bangalore,4,4,4,3,4
14-Aug-19,"Good infrastructure, Automated Corporate Apps","Low hikes, micromanagement, 9 swipe in hours",,3,Current Employee,Senior Associate,Hyderābād,3,3,4,2,3
14-Aug-19,"Multiple opportunities, good for candidates aspiring for US opportunities",For project change HR will not help for next placement,,3,Former Employee,Anonymous Employee,,2,2,3,3,2
28-Jul-19,Good company. Good work life balance,Slow growth within the company,,4,Former Employee,Programmer Analyst,Pune,4,4,4,3,3
30-Jul-19,"Good working environment , supporting staff",Growth is slow . .,Yes,5,Current Employee,Anonymous Employee,,,,,,
30-Jul-19,Very good place to explore and nurture knowledge,Pay can be considered more,,5,Current Employee,Anonymous Employee,Chennai,3,5,4,2,1
30-Jul-19,Everything is good in this company.,Politics and higher management. No growth in terms of learning,People encourage knowledge,5,Current Employee,Senior Systems Engineer,Calcutta,5,5,3,4,1
30-Jul-19,Good place to start your career,Ratings are baised . Ratings should be given on the performance,,5,Current Employee,Cognizant,Chennai,4,5,5,4,4
30-Jul-19,good number of people from different cultures,Challenge to use VMware and other softwares,,5,Former Employee,Analyst,Hyderābād,3,4,4,3,3
31-Jul-19,I grow up my knowledge,Team work and discipline followed the rules and regulations,No idea 💡,5,Former Employee,Voice Pro Agent,Chennai,3,,,,
14-Aug-19,"Cab for support people.
Depends on team",Everything you done goes down when your manager is not okay with you. More partiality.,,2,Former Employee,Anonymous Employee,,1,4,2,3,1
14-Aug-19,overall an okay company to work with.,the work environment is not good for a few processes. extreme work pressure,,2,Current Employee,Anonymous Employee,,,,,,
30-Jul-19,Working with great co-worker and the patients. Plus there is always a chance for excitment to happen.,Its very from from noida sector 15,"No advice, everything is fine",4,Current Employee,Assistant Manager,Noida,4,4,4,4,4
30-Jul-19,All of positives to take further,Management politics sometimes but will be there everywhere,,4,Current Employee,Associate,Chennai,5,4,4,3,3
30-Jul-19,"Provides Quality work. There are so many clients and its a big organization. So, there is a lot of opportunities.",Worklife is not great,,4,Former Employee,Senior Software Engineer,Bangalore,3,4,4,4,3
30-Jul-19,Best environment to work,Promotions are not based on criteria's or how well you get appreciated form client,Best place and they identify your capabilities and move from one domain to another,4,Current Employee,Senior QA Analyst,Coimbatore South,4,5,3,5,3
30-Jul-19,You will enhance your career with new learnings and opportunities.,Average at the administration front.,Not available.,4,Current Employee,Anonymous Employee,Hyderābād,3,3,4,4,3
30-Jul-19,"Good environment , helpful, Cab services , hangouts","Late night works , should wait 5 years for onsight",,4,Former Employee,Programmer Analyst,Chennai,3,4,4,5,4
30-Jul-19,"Good Training if you joined as Fresher
Depends on Project to project basis
Over All Good learning",Nothing as of i know . Project location change is restricted for 18 months,,4,Former Employee,Programmer Analyst,Pune,,,,,
30-Jul-19,"Good work environment
Work life balance","Compensation is bit low 
People management is not that good",,4,Current Employee,Programmer Analyst,,3,4,3,2,2
30-Jul-19,Easy going for freshers.,Hike is very low and the ratings are not fairly given. depends totally on the management.,,4,Current Employee,Anonymous Employee,Chennai,3,4,3,2,3
30-Jul-19,"Good place to work, less work pressure.","Salary hikes are not exoected , promotions got delay for some accounts",,4,Current Employee,Programmer Analyst,Chennai,3,3,3,3,3
30-Jul-19,Best environment to work and job security.,"True time hours.
Need to show exactly 9hrs.",,4,Current Employee,Process Executive,Hyderābād,,,,,
13-Aug-19,there are no pros any more,"all cons , low salary no new technology to learn",,3,Current Employee,Anonymous Employee,,1,3,2,1,1
13-Aug-19,"Encourage to get trainings and certifications, Payscale is okay..",Didn't get good project as was told to me.fixed 9hour working rule...,,3,Current Employee,Programmer Analyst,Calcutta,3,3,3,3,3
13-Aug-19,Good company to work with. Good number of projects.,Slow growth and hikes .,,3,Current Employee,Associate,,4,3,4,3,3
13-Aug-19,"Flexible timings 
First swipe in and last swipe out time 
Salary on time 
Average hike","Apple account is worst 
If u ppl taking for Apple account let PPL know the conditions 8 hrs odc policy and no wfh for many projects","Implement wfh policy ,",3,Current Employee,Senior Associate Engineer,,4,3,3,4,4
13-Aug-19,Job security is good in cts,variable pay and less hike,,3,Former Employee,Developer,Chennai,3,3,3,3,3
29-Jul-19,"Work life balance
Opportunity to learn",If you are looking for a fast paced life this might not be the ideal place,,5,Former Employee,Programmer Analyst,,5,4,5,4,4
13-Aug-19,"Good work environment, friendly staff","Hike can be better, Rating policy can be transparent",,2,Former Employee,Programmer Analyst,Bangalore,3,2,2,1,2
25-Jul-19,"Good work environment
Good Management
Fair salary
Intime promotion
Good guidance and training","No overtime
No team outing
Less fun activities
IJP is zero
Should come on a proper attire",,5,Current Employee,Senior Process Executive,Hyderābād,4,4,4,4,5
29-Jul-19,Work Environment Learning Opportunities Capable Management Career Opportunities,Some policies like health and transport facilities,,4,Current Employee,Anonymous Employee,Calcutta,3,3,4,3,3
29-Jul-19,It was a nice place to work who got projects in development,Maintenance project does seems to be too hectic,,4,Former Employee,SSE,Chennai,2,4,4,3,1
29-Jul-19,if you're in QAS team will be good,BFS projects asks to maintain 8 hrs inside ODC with 6.5 Hrs in VM,,4,Current Employee,Anonymous Employee,,2,4,2,3,2
29-Jul-19,Ease to learn new technology,Politics in work place,,4,Current Employee,Software Quality Assurance Engineer,Coimbatore South,3,4,4,3,3
29-Jul-19,"Really Nice Organization, you can have multiple opportunities to learn new things, you can good bonus as variable pay, you will get double some time, Good hikes all the times. On site opportunities.",Every company will have cons...It depends on individual who is working,,4,Former Employee,Anonymous Employee,,4,5,4,3,
29-Jul-19,Work pressure less when compared to the others,If you come under a bad manager your time will be a hell,,4,Former Employee,Anonymous Employee,,,,,,
29-Jul-19,"Good co-workers, dress code, transport facilities","Bad management, bad policy for paternity leaves",,4,Current Employee,Infrastructure Engineer,Chennai,4,3,3,2,1
29-Jul-19,You will get a good technical exposure. Variable is paid fully. Good work life balance.,You don't get paid for vacation balance leaves.,,4,Current Employee,Anonymous Employee,,5,5,5,5,4
29-Jul-19,Best place to work. Company is located in various locations ( Getting Transfer is easy based on your lead),Less Growth . Specially for Bsc graduates.,,4,Former Employee,Anonymous Employee,,4,5,3,4,3
12-Aug-19,Upgrade your skills with ample opportunities.,9 hour strict work policy.,,3,Current Employee,Anonymous Employee,,3,4,5,4,3
12-Aug-19,Get to know about all the latest technologies and trends,Struggle to Adapt to the latest technologies and Lack of Oppurtunities for Skilled people to showcase their capabilities,,3,Current Employee,Program Analyst,Coimbatore,4,4,3,2,3
12-Aug-19,"Salary
Incentives
Good coordination
Good people
Timings are ok...","No work satisfaction
No growth
No work life balance",......,3,Former Employee,Process Executive,Hyderābād,2,3,1,3,3
12-Aug-19,"work Life Balance
Good Work Culture and Team","Promotions
Late Hike releases
Less career growth",,3,Current Employee,Anonymous Employee,,,,,,
13-Aug-19,Professional environment to grow career,Appraisal no visibilities in rating,,3,Former Employee,Anonymous Employee,,4,2,4,1,1
28-Jul-19,"Excellent workplace, challenging tasks, good",Nothing as such as I was completely happy,,5,Former Employee,Senior Data Analyst,Bangalore,5,5,5,5,5
29-Jul-19,Good company to learn and grow,No cons as of now,,5,Former Employee,Anonymous Employee,,5,5,5,5,4
29-Jul-19,Job security Work life balance,Limited learning Nice to work,,5,Current Employee,Anonymous Employee,Bangalore,4,1,3,2,1
12-Aug-19,"MNC benefits, Good infrastructure, Some Good projects",Lot of Politics. Anyone can make your life suffer. No good environment,,2,Former Employee,Programmer Analyst,Bangalore,2,1,3,4,1
28-Jul-19,"Work Environment is very warm and friendly
Work Pressure is completely dependent on the project and manager
Job Security is good for mid level associates","The Hike and Promotions are not dependent only on your dedication and hardwork. It is mostly biased and the deserving ones are neglected most times.
The Hike will take longer time to reflect and there is no arrears.
Benefits are very minimal and t he company is not as it used to be earlier. So for someone who simply wants to go for job with security , this is fine.
It is not for someone who looks for a career as well as personal growth","Atleast make sure the minimal hike that you ll give, reaches the employees on time. and if it is delayed make sure to tally it with arrears. Delaying it from one quarter to the other is doing no good to the employees",4,Current Employee,Associate,Chennai,4,4,4,2,3
28-Jul-19,"Good Environment, Helpful People and Sufficient opportunities to grow",Can't think of anything as of know.,,4,Current Employee,Senior Systems Engineer,Hyderābād,,,,,
28-Jul-19,Relaxed environment. Employees are given good priorities and ample scope for growth and development,Very much ambiguous in terms of ratings and appraisal,,4,Current Employee,Team Lead,Hyderābād,4,4,3,4,
28-Jul-19,Personally I loved working at the firm. At kochi we had lot of activities from HR side and it was a wonderful experience for me.,Appraisals depend on the office politics and depends on your manager.,,4,Former Employee,Programmer Analyst,Cochin,4,4,3,2,4
28-Jul-19,"Good Work culture, depends on Project of course
Good on shore opportunities.","According to projects, may end up with wrong people from management. Doing bureaucracy.","Appreciate your effort to make management flat, but mindset needs to be changed.",4,Current Employee,Senior Developer,Pune,1,3,4,2,1
28-Jul-19,"Global exposure
Deep client connect 
Very less beurocracy","Mostly staff aug work
Less focus in internal talent",,4,Current Employee,Anonymous Employee,,4,4,4,4,4
28-Jul-19,"* Wide Range of solutioning across diversified domains.
* Options for Onsite opportunities from India to Americas and Europe.
* Work Life Balance depends of Project to Project and also on Managers.
* Work from home is permissible based on Project and Manager to Manager , Which Ideally is not promoted by company.","* Recent Years salary revisions are impacted due to leadership decisions.
* HR practices needs a lot of improvement with focus towards employee benefits.",,4,Current Employee,Project Manager,Pune,4,3,4,3,2
28-Jul-19,Good environment to learn and work,No cons for me reg CTS,,4,Current Employee,Associate,Chennai,5,5,5,3,3
29-Jul-19,"Good Leadership and Mentors
Every single day will be learning and Upskill",Sometime things are not as expected,,4,Current Employee,Business Analyst,Bangalore,5,5,5,4,4
29-Jul-19,Good work ethics. Good company to start the career,Higher management can be bothering at times,,4,Former Employee,Anonymous Employee,,4,4,4,3,4
11-Aug-19,"Work Culture, Flexibility in timings, occasional work from home","Limited onsite opportunities, It would be great if they listen to employees about their interests in career.",,3,Current Employee,Anonymous Employee,,4,3,2,3,4
11-Aug-19,Good compensation and workplace HR policies,Performance appraisal issues are there,,3,Former Employee,Programmer/Analyst,Bangalore,5,5,5,4,4
11-Aug-19,Great exposure to rapport with business people all over world,Less technical work and shift constraints.,,3,Current Employee,Programmer,Chennai,2,3,3,3,3
27-Jul-19,Work culture is good. We can enjoy happily. Good for experienced people,Learning curve will be down,,5,Current Employee,Programmer Analyst,Bangalore,5,5,2,2,3
27-Jul-19,"Onsite, Work culture, policies ac",Depends on project you are allocated.,,5,Former Employee,Associate Project,Pune,3,3,4,2,3
27-Jul-19,"Depends on the team you work with,I got to work with a very passionate team.All the team members take great pride in their work and it automatically passes on to the new members in the team",Not any as of today,,5,Current Employee,Senior Systems Engineer,,4,5,5,5,5
27-Jul-19,"Employee friendly, Growth oriented, Customer focussed, transparent, open minded","Mobility of employees
Reduce hidden Overheads",,5,Former Employee,Chief Technology Officer Retail,New Delhi,5,5,4,5,5
27-Jul-19,You will get many opportunities to learn new technologies.,"Promotion takes long time.
No WFM.",,5,Current Employee,Anonymous Employee,,5,4,5,4,4
28-Jul-19,A great place to work in!,None I can remember as of now!,,5,Former Employee,Associate,Calcutta,3,5,5,4,5
01-Sep-19,"Reasonable work hours, work from home option",Salary bracket is very poor,,1,Current Employee,Anonymous Employee,,3,1,1,1,1
27-Jul-19,"Nice work place , flexible shift facilities",Domain change and overseas opportunity are less,,4,Former Employee,Technical Lead,,4,4,4,4,3
27-Jul-19,"good leads, nice work environment and good culture",9 hours of time in office is mandatory even if you don't have any work,,4,Former Employee,Associate,Chennai,3,5,4,4,4
27-Jul-19,Good user friendly environment to work and excel in career,Nothing to be mentioned as of now,,4,Current Employee,Associate,Chennai,4,4,4,3,3
27-Jul-19,Best place to learn the basic platforms in a IT sector,would be good if they focus in development,,4,Current Employee,Programmer Analyst,Coimbatore,3,4,4,2,3
10-Aug-19,"One of top class MNC.
If you get good project in initial phase then its good for your career 
Medical benefit is awesome and if there are any issues in family you get hospitalization reimbursement properly.","Learning is hyped and people should learn out of interest not because of imposing any course which is irrelevant to current role.
Work life balance is affected sometimes.
If you as a fresher given one technology then its almost impossible to switch it and management do not consider if you have interest in other tech you are superimposed i have seen people of mechanical branch selected for development who wanted to go in testing and few from CS selected in qa.",,3,Current Employee,Anonymous Employee,,3,4,3,2,3
10-Aug-19,Not extra hours were demanded,"Weird shifts even though the work was content related, micromanaging, hostile bosses",,3,Former Employee,Senior Process Executive,"Gurgaon, Haryana",3,1,1,2,1
10-Aug-19,"Good experience, Infrastructure, Good brand name in market, Regular shifts","No work life balance,Less incentive for BPO employees","Transport, cafeteria,Bad Learning environment,",3,Current Employee,Anonymous Employee,Bangalore,,,,,
10-Aug-19,Everything like work life benefits and health care.,Salary scale and Location allotment to freshers.,,3,Former Employee,Programmer Analyst,Chennai,4,4,4,4,4
10-Aug-19,Less Work Pressure and good life balance.,Less Career Growth and leaves issue.,,3,Former Employee,Anonymous Employee,,,,,,
26-Jul-19,Good place to work and Good Culture,No  at this point,,5,Current Employee,Anonymous Employee,,4,4,3,3,3
26-Jul-19,"Good Nice, lucky to have such",Naturally smooth hoping lead to more,,5,Former Employee,Anonymous Employee,Hyderābād,5,5,5,5,5
27-Jul-19,"Employee friendly company, work life balance","Exposure, compensation, appraisal process, monetary benefits",,5,Current Employee,Anonymous Employee,Hyderābād,4,4,4,4,4
10-Aug-19,"You can use your free time for going to some other field according to your area of interest 
You can stay near your hometown","No opportunity to learn as per your aspiration 
Politics in most of the projects 
Less opportunities for career growth",,2,Current Employee,Associate,Calcutta,3,2,2,2,2
26-Jul-19,Work culture is a pro,Over time is a con,Better employee work-life balance,4,,,,3,4,4,4,3
26-Jul-19,"Good &amp; Friendly environment
Work life balance",Scope of learning depends on project,,4,Current Employee,Anonymous Employee,,4,4,4,3,3
26-Jul-19,"Friendly colleagues
Work life balance
Good number of works","Pay scale is less.
Cafeteria food is not good.",Everything is good,4,Current Employee,Associate,Bangalore,4,4,5,3,4
26-Jul-19,"Benefits, Friendly people, Company culture","Work load is extreme, it is not a 8 hour job",,4,Former Employee,Programmer Analyst,Chennai,4,5,4,3,3
09-Aug-19,Flexible work environment with option to work from home,No onsite opportunity or visa processing though long time spent here,Provide onsite opportunity or process Visa to help with onsite opportunity,3,Current Employee,Anonymous Employee,,3,3,3,2,2
09-Aug-19,"Standard Salary
Good work environment
Transparency
Good managers (at least for my project)
Nice team
(at least for my project)",Extremely poor resource management and learning scope.,"Manage your resources wisely
Set up in person live training of new technologies
Allow sabbatical leave for higher education
Ask your associates about their future goals",3,Current Employee,Associate,Calcutta,2,4,1,3,3
23-Jul-19,Employee friendly environment to work,Not helping employees to work on new technologies,,4,Former Employee,Associate,Chennai,4,3,3,4,4
23-Jul-19,Good place to work and learn,No cons with cognizant technology solutions,,4,Current Employee,Senior Project Manager,Chennai,,,,,
25-Jul-19,Excellent Environment and work place,Timing management is bit longer,,5,Current Employee,Data Stage Developer,,4,5,5,5,5
25-Jul-19,The best IT company,Because I like to work in that environment,,5,Current Employee,Anonymous Employee,,,,,,
25-Jul-19,Good learning to freshers and Nice hike,"nothing as such , onsite very less for new comers",,5,Current Employee,Anonymous Employee,,4,4,4,4,3
25-Jul-19,"Good salery,nice infrastructure, employee friendly","No work life balance, too much politics",,5,Former Employee,Process Specialist,Pune,3,4,5,5,5
26-Jul-19,Can learn many new stuffs,Nothing as I know,,5,Current Employee,Anonymous Employee,,5,5,5,5,5
26-Jul-19,"Every year there is 8 to 12% salary hike which is good in service industry.
The variable pay is more than 100% most of the time",Company should emphasize on retention rather than new hires.,,5,Current Employee,Anonymous Employee,Bangalore Rural,5,5,5,4,5
25-Jul-19,good work environment good cafetria,every thing is good here,,4,Current Employee,Anonymous Employee,,4,3,3,3,3
25-Jul-19,"Good company
Working on different domain and technologies
Good for fresher","Not good for experienced
Limited opportunity in domain like Telecom Media",Start focusing on India market and CMT,4,Current Employee,Anonymous Employee,,3,3,4,3,3
25-Jul-19,Work environment is good and help available easily,Technology change is a big problem,,4,Current Employee,Program Analyst,Bangalore,4,5,4,3,4
25-Jul-19,Good working culture and environment.,Service based work .Have to do same work again and again.,,4,Current Employee,Programmer Analyst,,,,,,
25-Jul-19,"Friendly work environment, satisfiable pay",No proper establishment of promotion/rating cycles,,4,Current Employee,Anonymous Employee,,4,4,3,3,4
25-Jul-19,"Good company, environment is good.give good salary.","Bench facility is only for 2 months, if you are not getting project, you may be terminated",Na,4,Current Employee,Anonymous Employee,,4,4,4,5,4
25-Jul-19,Many options to switch technologies,HR management can be improved,,4,Current Employee,Anonymous Employee,,,,,,
25-Jul-19,Great team. Management is very transparent and approachable,Review cycles extremely delayed. This needs to be improved,,4,Current Employee,Open Source Compliance Manager,Bangalore,3,5,4,3,5
08-Aug-19,Best campus for Employees Cab Facility,False onsite promises Lengthy working hours,,3,Current Employee,Anonymous Employee,,1,2,3,3,2
08-Aug-19,Great work culture and fantastic CSR activity.,You may not find a suitable project as you wish.,,3,Current Employee,Testing Professional,Calcutta,3,4,3,2,3
08-Aug-19,"decent salary , good work culture","monotonous job, not much challange",want some challenging environment,3,Current Employee,Financial Analyst,Pune,3,4,3,3,2
08-Aug-19,We can get good benefits,Getting promotion is bit late process,,3,Current Employee,Process Executive,Hyderābād,3,4,3,4,3
08-Aug-19,"Compared to other services companies, it is a better option.",Size of the company is the root cause all problems..,Nothing,3,Current Employee,Associate Director,,4,4,4,3,4
08-Aug-19,Good Training and Opportunity to start a career,Not a great Work Environment,Do not be client driven. Focus on your employees. Have a conversation with your employees and try to take their inputs in dealing with clients.,3,Former Employee,Anonymous Employee,,1,3,4,3,2
09-Aug-19,need to sit 9 hours even though you have no work at office,good salary and hike most of the times,,3,Former Employee,Anonymous Employee,,3,3,3,3,3
24-Jul-19,This is reputation mnc company in the market,Rotational shift timing not comfortable or night shift,Good surrounding place,5,Current Employee,Anonymous Employee,,,,,,
24-Jul-19,Cognizant is best place to work with updated skills &amp; opportunity to open windows to gain experience to serve lots of clients.,"Skill Rotation program, Challenges for up skilling",,5,Current Employee,Project Management Officer,Hyderābād,5,5,4,5,4
25-Jul-19,Good place to explore for hybris,Not at all good in everything,,5,Current Employee,Anonymous Employee,,5,5,5,5,5
25-Jul-19,"WFH,onsite, compensation,best for freshers as well",No such con till now,,5,Current Employee,Project Associate,Pune,3,5,5,5,4
29-Aug-19,"* Work life balance
* Good for a fresher who does not have any other job","* neglible scope for getting developer role
* most people in a team don't know what they are doing. Only politics and buttering will fetch you a good rating. 
* HR is useless and doesn't help",,1,Former Employee,PAT,Calcutta,5,4,1,1,3
08-Aug-19,#NAME?,"- Lots of politics in Kolkata location.
- If you are non- Bengali forget about any kind of support.
- I was hired as test automation engineer having 4 years of automation experience. Till now yet to work in any automation projects. This is normal in CTS many of my friends face the same thing.
- Rigid office timings of 9 +hours and no work from home","- You can't bring the best out of a employee without giving any flexibility.
- When you are hiring laterals. Please respect there technologies and aspirations.
- Be transparent with your employees.",2,Current Employee,Test Automation,Calcutta,1,1,2,4,1
08-Aug-19,Job security (for entry and mid level),"Appraisal system is the worst.
Lateral entries would face challenges in getting the right roles and work.People joined as freshers would get more visibility, promotions etc","Change your policies.Dont have the belief that people joined as freshers and continuing for long , are the loyal ones.",2,Current Employee,Anonymous Employee,,2,1,2,2,1
24-Jul-19,"Great work environment, new technology, more work flexible, good variable","More production support, innovation is most",,4,Current Employee,Anonymous Employee,,4,4,4,4,3
24-Jul-19,Good organization to work for,Limited challenges in the org. for growth,,4,Former Employee,Analyst,Hyderābād,5,3,2,4,3
24-Jul-19,Great place to explore new technologies,Work life balance seems a bit bad during my time there,,4,Current Employee,Senior Associate,Chennai,2,4,4,3,3
24-Jul-19,Great work life balance,Very limited opportunities in Mumbai,,4,Current Employee,Senior Associate,Mumbai,4,3,3,3,3
24-Jul-19,Very good ambiance and good salary with year on year hike,Carrier growth is low.,,4,Current Employee,Tech Lead,Chennai,4,3,4,4,3
24-Jul-19,"Well organised structure 
Prolific company",Delay in annual hikes and promotions,,4,Current Employee,Anonymous Employee,,3,2,4,2,2
24-Jul-19,Good work life balance and,Should have more travel opportunities,,4,Current Employee,Anonymous Employee,Coimbatore,4,4,4,4,4
24-Jul-19,"Good work life balance... If get a chance, will be expertise in the field for any employee.. Good appraisal/ hike based on the company's quarterly performance and revenue /profit",Onsite opportunities was reduced compare to 2018..Not much europe projecta.. Many management internal problems,Solve all the problem.. Again do the good for the employee..,4,Current Employee,Anonymous Employee,Chennai,4,4,4,4,2
07-Aug-19,Good learning experience. comfortable timings,salary hikes are very less,,3,Current Employee,Business Analyst,Chennai,,,,,
07-Aug-19,"They have good projects.
Proper way of allocating project.",Working environment depends on client,,3,Current Employee,Anonymous Employee,,,,,,
07-Aug-19,Exposure to MNC work environment,"Managers are the Gods here.
Middle management calls the shots 7n almost all the projects.
Unfair appraisals.
Layoffs, forced resignations.",Implement 360 degree appraisals...,3,Former Employee,Technical Writer,Hyderābād,3,2,2,3,3
07-Aug-19,Good Work Environment to start,Nothing as of now in my exprience,,3,Current Employee,Anonymous Employee,,5,3,3,4,2
07-Aug-19,Salary is good.Co-Workers are friendly,No work life balance.No recognization,,3,Current Employee,Associate,,,,,,
07-Aug-19,"Nice environment and great culture, work life balance, great Onsite oppurtunity","Salaries, hikes are very low for respective positions",NO,3,Current Employee,Technology Lead,Hyderābād,4,2,3,2,3
07-Aug-19,"good Company culture
good number of onsite opportunities
flexible timings",less pay compared to other companies for freshers,,3,Current Employee,Anonymous Employee,,4,4,4,2,3
23-Jul-19,Good company nice work culture,No cons to mention other than location,,5,Former Employee,Anonymous Employee,,4,4,4,4,4
24-Jul-19,Being a programmer. I can able learn lot of new things over the technology,Salary is little low for programmers,,5,Current Employee,Programmer,Chennai,4,5,5,5,4
07-Aug-19,It was good till 2016. Was the best employee friendly company.,The promotion criteria sucks. Rating system is not transparent,,2,Former Employee,Programmer Analyst,,3,2,3,2,2
07-Aug-19,No  to mention here,"Employee is treated as a slave here. You won't get your preferred location, technology and the worser thing is that the technologies used here are pretty old",Please show some concern towards your employees,2,Current Employee,Programmer Analyst,Chennai,2,2,2,2,2
23-Jul-19,1. Excellent training. 2. Good quality of projects.,1. No transparency while allocating projects. 2. No flexibility for relocation.,,4,Former Employee,Programmer Analyst,Calcutta,2,3,3,3,3
23-Jul-19,"Gud work Life Balance - 100% for sure - if u are not in support project.
Even if you are, work from home option is available.
Good place to work.",Nothing for now - all are doing good,You guys are rocking,4,Current Employee,Software Developer,Chennai,5,4,4,3,4
23-Jul-19,Great Working Environment and Growth Opportunity,Can't think of any cons,,4,Current Employee,Anonymous Employee,,4,4,4,4,4
23-Jul-19,"Structured, easy transfer policy, chilled collegues",Bureaucratic organization in nature which makes growth difficult,,4,Current Employee,Sales Associate,,,,,,
23-Jul-19,"Top graded infrastructure.
Well structured management panel.
Decent Salary.","When technically sound and hard working employees leave the company, company is not trying anything to hold them up.",,4,Current Employee,Applications Developer,Calcutta,5,5,4,3,3
23-Jul-19,"Huge MNC
Perks like great offices and Health insurance plus yearly medical checkup",Some mid level management is not good,More interaction with all the employees.,4,Current Employee,Programmer Analyst,Pune,4,4,4,4,5
24-Jul-19,Exposure to learning resources is vast,"No lateral growth avenues, too much of a competition and quota based promotions.",,4,Current Employee,Consultant,Pune,3,4,4,3,3
24-Jul-19,"Work life balance, more new technologies available","Worst management, extended working hours depends on the project",Be transparent with lower level employees,4,Current Employee,Anonymous Employee,,4,3,3,3,2
06-Aug-19,Everything is good except the variable pay,Need to improve on packages,,3,Current Employee,Anonymous Employee,,,,,,
07-Aug-19,"Flexible timings, good work atmosphere","Worst management, process is worst",,3,Current Employee,Anonymous Employee,,,,,,
22-Jul-19,"Great Place to Work
Good Managers","Nothing specific
Great Place to work",,5,Current Employee,Anonymous Employee,,,,,,
22-Jul-19,Good to work with this environment,No concerns as of now,,5,Former Employee,Technical Support Engineer,Coimbatore,5,5,5,5,5
22-Jul-19,Good Work Culture and flexible,No  to be mentioned,,5,Former Employee,Anonymous Employee,,5,5,5,5,5
27-Aug-19,There are some good people who care for you. They provide access to good learning content.,"Been 3 years with the company with only a single digit increment. People who join at Manager or above grade it is a hell for them. They will lure you with a good pay but after that you are screwed. If you are not on project then you fall into notice period and you can be laid off soon. The office in Bangalore is in a traffic mess. You would easily take 30-40 minutes to reach the gate. No transport is provided by the company, it is all up to the associates. 9.5 hours is mandatory though you end up working over that time. Leaves are some of the least in industry. The company was employee friendly 5 years back. Now it is too aggressive and employee satisfaction is the least. They do not even have employee satisfaction surveys any longer.",Please look at employee satisfaction otherwise good trusted people will leave you.,1,Current Employee,Anonymous Employee,Bangalore,2,1,2,1,1
27-Aug-19,Good and nice platform to start,Sometimes environment is full of sounds when we have more work,Please improve and be loyal to the employees and expect the same after that the employee to be loyal,1,Current Employee,Transaction Processing Associate/Data Analyst,Bangalore,1,1,1,1,
22-Jul-19,It's very good organisation to work.,It's good for employees to start their career.,Please select need employees.thanks,4,Former Employee,Anonymous Employee,,,,,,
22-Jul-19,Cognizant has good work life balance.,Not much hike every year,,4,Current Employee,Anonymous Employee,,5,4,4,4,4
22-Jul-19,"good onsite, flexi work environment",promotions is difficult to get,,4,Current Employee,Sales Associate,Bangalore,4,4,3,3,2
22-Jul-19,Very good company on the basis of work life balance.I love my company.,But the company's name is down graded by Managers and onshore people.They grab the hard work of offshore people and project as if they did the job.Not allowing offshore people to even tell they did that work.These all are done by onshore SME's with the help of managers in CTS as the client do not know about this.Even if we take the issue to director or HR there is no way to get justice because the whole system is corrupted.I fought till the end and since I was not able to succeed I am leaving the company. I hope by posting this at least my fellow people will get justice.,Please change the performance review system.Make it transparent.Bring in a central system wherein we can post the job done by us on daily basis.And we would like people who do a similar kind of work from some other location can judge us.We dont need our Managers who are corrupted to judge us.They are not fit to do it.,4,Current Employee,Associate,Mumbai,5,5,5,4,1
22-Jul-19,#NAME?,#NAME?,,4,Former Employee,Anonymous Employee,,1,3,3,2,3
22-Jul-19,Cognizant gives best career opportunity in terms of growth,Very less package and improper management,,4,Current Employee,Senior Process Executive-Data,Hyderābād,,,,,
22-Jul-19,"Good facility, nice project to start as fesher",No cons from my side,,4,Former Employee,Anonymous Employee,,4,4,4,3,3
22-Jul-19,company is very good at training and I can say that this is one of the best company to give such a great training.,"we need to work on what the work allocated by them, so you may get into testing field even though you are interested and skilled at development.",,4,Current Employee,Anonymous Employee,,4,4,4,4,4
22-Jul-19,Good Work environment and onsite opportunities,"Less Salary, overall good and nothing to say negative except salary",,4,Current Employee,Anonymous Employee,,,,,,
05-Aug-19,"Salary comes on time , If the project that is good then life is good",Not Easy to change the domains,,3,Former Employee,Anonymous Employee,,2,3,3,4,3
05-Aug-19,1) Pay more and hike % is better as compare to other IT Service based companies in India. 2) Onsite opportunities if you are lucky. 3) Other usual benefits of big MNCs.,"1) If you got the bad project, your manager who are not technical will push you for simplest tasks.(Worst experience in only 1 project with few Scrummasters) 2) All depends upon the project and it's environment. So, luck based. 3) Nothing much to learn or lead differently. 4) Old typical policies of no sense.",,3,Current Employee,Associate Projects,Bangalore,3,4,2,4,3
06-Aug-19,Conducive work environment and good work life balance.,"Hyderabad location lead running the department as a family business rather than running as a corporate company. And recognition of an associate will be not in a fair manner. The recognition gets influenced by an associate community, region, and religion.",CDB-Interactive Hyderabad department needs some one who can operate it at a professional level.,3,Current Employee,Senior UI Developer,Hyderābād,3,3,3,3,2
